Rk;Player;Pos;Age;Tm;G;GS;MP;FG;FGA;FG%;3P;3PA;3P%;2P;2PA;2P%;eFG%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS
1;Precious Achiuwa;C;24;TOR;7;0;20.7;3;6.9;0.438;0.3;1.7;0.167;2.7;5.1;0.528;0.458;0.9;1;0.857;1.7;4.9;6.6;1.6;0.4;0.4;1.4;2;7.1
2;Bam Adebayo;C;26;MIA;12;12;34.8;8.3;15.6;0.535;0.1;0.2;0.5;8.3;15.4;0.535;0.537;6.1;7.3;0.83;2.2;8;10.2;3.9;1.3;1.2;2.8;2.3;22.8
3;Ochai Agbaji;SG;23;UTA;12;4;17.8;1.8;4.3;0.423;1;2.6;0.387;0.8;1.8;0.476;0.538;0.2;0.3;0.5;0.9;2;2.9;0.9;0.3;0.8;0.6;1.4;4.8
4;Santi Aldama;PF;23;MEM;6;0;23.5;5;10.5;0.476;1.5;4.2;0.36;3.5;6.3;0.553;0.548;1;2;0.5;0.8;4.7;5.5;2;0.5;0.8;1.8;1.3;12.5
5;Nickeil Alexander-Walker;SG;25;MIN;12;2;19.7;2.1;5;0.417;1.1;3.1;0.351;1;1.9;0.522;0.525;0.2;0.5;0.333;0.1;1.7;1.8;2.4;0.8;0.8;1;1.5;5.4
6;Grayson Allen;SG;28;PHO;12;12;30.9;4.3;9.1;0.468;2.7;5.4;0.492;1.6;3.7;0.432;0.615;1;1;1;1;3.8;4.8;2.7;0.4;0.4;1.7;2.3;12.2
7;Jarrett Allen;C;25;CLE;7;7;26.7;3.9;6;0.643;0;0;0;3.9;6;0.643;0.643;3.9;5;0.771;2.9;4.6;7.4;1.7;0.4;1.6;1.7;2.1;11.6
8;Kyle Anderson;PF;30;MIN;12;0;24.9;3.1;5.7;0.544;0.2;0.8;0.2;2.9;4.8;0.603;0.559;1.2;1.8;0.636;0.8;3.1;3.8;4.1;1.1;0.8;1.8;1.4;7.5
9;Giannis Antetokounmpo;PF;29;MIL;12;12;32.6;11.2;18.8;0.596;0.6;2.3;0.259;10.6;16.5;0.641;0.611;6.3;10;0.633;2.1;7.8;9.9;4.3;1;1.2;4.2;3.1;29.3
10;Thanasis Antetokounmpo;PF;31;MIL;5;0;7.8;0.6;1.6;0.375;0;0;0;0.6;1.6;0.375;0.375;0;0;0;0.4;0;0.4;0.8;0.2;0.2;0.8;1.4;1.2
11;Cole Anthony;PG;23;ORL;12;0;24.8;4.1;10;0.408;1.4;4.1;0.347;2.7;5.9;0.451;0.479;3.7;4.4;0.83;1;3.5;4.5;3.1;0.8;0.3;2.3;2.6;13.3
12;OG Anunoby;SF;26;TOR;8;8;31.4;6.3;12.3;0.51;2.8;7;0.393;3.5;5.3;0.667;0.622;1.1;1.9;0.6;0.6;3.4;4;1.8;1.3;0.6;1.6;2.3;16.4
13;Ryan Arcidiacono;PG;29;NYK;4;0;2;0;0.3;0;0;0.3;0;0;0;0;0;0;0;0;0;0.3;0.3;0;0;0;0;0;0
14;Deni Avdija;SF;23;WAS;12;12;27.3;5.3;9.9;0.529;1.3;3.2;0.421;3.9;6.8;0.58;0.597;1.3;1.7;0.8;1.3;4.3;5.6;3.8;1.3;0.3;1.7;2.6;13.2
15;Deandre Ayton;C;25;POR;12;12;32;5.9;10.6;0.559;0;0;0;5.9;10.6;0.559;0.559;0.5;0.6;0.857;3.2;8.3;11.5;1.3;1.5;0.8;2;3;12.3
16;Udoka Azubuike;C;24;PHO;2;0;4.5;0.5;0.5;1;0;0;0;0.5;0.5;1;1;0;0;0;0;2;2;0;0;0;0;0.5;1
17;Marvin Bagley III;C;24;DET;13;4;19.5;4.2;7.2;0.591;0.1;0.4;0.2;4.2;6.8;0.614;0.597;2.6;2.8;0.919;1.8;3.4;5.2;1.2;0.1;0.6;1.5;1.7;11.2
18;Amari Bailey;PG;19;CHO;1;0;3;1;3;0.333;0;0;0;1;3;0.333;0.333;0;0;0;2;0;2;0;0;0;0;0;2
19;Patrick Baldwin Jr.;SF;21;WAS;3;0;3.7;0;0.7;0;0;0.3;0;0;0.3;0;0;0;0;0;0;0.3;0.3;0.3;0;0;0;0.3;0
20;LaMelo Ball;PG;22;CHO;12;12;33.8;8.4;19.5;0.432;3.3;8.7;0.385;5.1;10.8;0.469;0.517;4.3;4.9;0.864;1.6;3.8;5.3;8.3;1.5;0.3;4.1;3.8;24.4
21;Mo Bamba;C;25;PHI;4;0;2.3;0;0.5;0;0;0;0;0;0.5;0;0;0.5;0.5;1;0.5;1;1.5;0;0;0.5;0.8;0.8;0.5
22;Paolo Banchero;PF;21;ORL;12;12;33.8;6.3;14;0.452;1.2;3;0.389;5.2;11;0.47;0.494;4.4;6.9;0.639;1.5;5.6;7.1;4.8;1.3;0.4;3.6;2.4;18.3
23;Desmond Bane;SG;25;MEM;12;12;34.7;9.3;20.1;0.461;3.3;9.3;0.36;5.9;10.8;0.546;0.544;3.7;4.3;0.863;0.8;3.7;4.5;4.5;1.4;0.8;2.6;3.2;25.5
24;Dalano Banton;PG;24;BOS;5;0;7.2;1.2;2.6;0.462;0;0.6;0;1.2;2;0.6;0.462;0.6;0.6;1;0.8;1.4;2.2;0.4;0.4;0;0.2;1;3
25;Dominick Barlow;PF;20;SAS;5;0;4.6;0.4;1;0.4;0;0;0;0.4;1;0.4;0.4;0.4;0.8;0.5;0;0.6;0.6;0;0;0;0;0.2;1.2
26;Harrison Barnes;PF;31;SAC;11;11;30.5;3.7;8;0.466;1.7;4.6;0.373;2;3.4;0.595;0.574;1.8;2.4;0.769;0.6;2.2;2.8;1.3;0.8;0.1;0.7;1.2;11
27;Scottie Barnes;SG;22;TOR;12;12;35.4;7.7;16.3;0.469;1.9;5.2;0.371;5.8;11.2;0.515;0.528;3.1;4.1;0.755;2.8;6.3;9.1;5.8;1.6;1.6;2.4;2.3;20.3
28;RJ Barrett;SG;23;NYK;8;8;30.5;7.5;16;0.469;2.6;5.6;0.467;4.9;10.4;0.47;0.551;4;4.8;0.842;0.5;2.9;3.4;3.1;0.6;0.3;2;1;21.6
29;Charles Bassey;C;23;SAS;13;0;10.7;1.6;2.2;0.75;0;0.1;0;1.6;2.1;0.778;0.75;0.2;0.2;0.667;1.2;2.4;3.5;0.8;0.6;0.5;0.5;1.5;3.4
30;Emoni Bates;SF;20;CLE;5;0;6.4;0.6;1.8;0.333;0.4;1.2;0.333;0.2;0.6;0.333;0.444;0.2;0.4;0.5;0.2;1.2;1.4;0.2;0;0.2;0.2;0.2;1.8
31;Keita Bates-Diop;SF;28;PHO;9;4;20.8;2.3;5.2;0.447;0.7;2;0.333;1.7;3.2;0.517;0.511;0.9;1.3;0.667;1.2;2.7;3.9;1.1;0.7;1;0.1;1.3;6.2
32;Nicolas Batum;PF;35;TOT;7;1;22.4;1.9;3.3;0.565;1.4;2.9;0.5;0.4;0.4;1;0.783;0;0;0;0.7;2.6;3.3;1.3;0.9;1.1;0.3;2;5.1
32;Nicolas Batum;PF;35;LAC;3;0;18;1;2.7;0.375;0.7;2.3;0.286;0.3;0.3;1;0.5;0;0;0;0;2.3;2.3;1.7;1;1.3;0.3;1.7;2.7
32;Nicolas Batum;PF;35;PHI;4;1;25.8;2.5;3.8;0.667;2;3.3;0.615;0.5;0.5;1;0.933;0;0;0;1.3;2.8;4;1;0.8;1;0.3;2.3;7
33;Bradley Beal;SG;30;PHO;3;3;28.7;6;15.3;0.391;1.7;5;0.333;4.3;10.3;0.419;0.446;3.7;5.3;0.688;1;4.3;5.3;3.7;0.7;0.3;3;3;17.3
34;Malik Beasley;SG;27;MIL;13;13;26.6;3.8;7.8;0.49;2.7;5.8;0.461;1.2;2;0.577;0.662;0.4;0.7;0.556;0.4;3.3;3.7;1.3;0.9;0;0.6;2.3;10.8
35;MarJon Beauchamp;SF;23;MIL;10;0;16.7;2.6;5.1;0.51;1.1;2.5;0.44;1.5;2.6;0.577;0.618;0.5;0.8;0.625;0.8;1.5;2.3;1;0.3;0.1;0.7;1.7;6.8
36;D?vis Bert?ns;PF;31;OKC;3;0;8.3;0.3;1.7;0.2;0.3;1.7;0.2;0;0;0;0.3;2;2;1;0;0.3;0.3;0.3;0.3;0;0;1;3
37;Patrick Beverley;PG;35;PHI;12;0;15.9;0.8;2.6;0.323;0.2;1.3;0.125;0.7;1.3;0.533;0.355;0.3;0.4;0.6;0.9;2.2;3.1;1.9;0.4;0.4;0.4;2.1;2.1
38;Saddiq Bey;SF;24;ATL;12;3;27.9;4.5;9.1;0.495;1.8;4.6;0.382;2.8;4.5;0.611;0.592;1.5;1.8;0.857;2;3.4;5.4;1.2;1.1;0.3;1.5;1.3;12.3
39;Goga Bitadze;C;24;ORL;10;7;17.2;2.6;4.3;0.605;0;0.3;0;2.6;4;0.65;0.605;1.8;2.5;0.72;2.2;3;5.2;1;1;1.1;0.5;2.3;7
40;Onuralp Bitim;SG;24;CHI;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
41;Bismack Biyombo;C;31;MEM;7;6;25.7;3.4;5.7;0.6;0;0;0;3.4;5.7;0.6;0.6;1.6;2.6;0.611;4.4;4.9;9.3;2.1;0.4;1;0.7;3.3;8.4
42;Anthony Black;PG;20;ORL;10;6;19;2.2;4;0.55;0.5;1.5;0.333;1.7;2.5;0.68;0.613;0.6;1;0.6;0.8;1.1;1.9;1.4;0.4;0.3;1;1.7;5.5
43;Leaky Black;SF;24;CHO;3;0;4;0.7;1.7;0.4;0.3;0.7;0.5;0.3;1;0.333;0.5;0;0;0;0;0.7;0.7;0.3;0;0.7;0;0.3;1.7
44;Bogdan Bogdanovi?;SG;31;ATL;12;1;26;5.3;12.2;0.432;2.9;8.3;0.354;2.3;3.9;0.596;0.551;1.2;1.3;0.933;0.3;2.3;2.7;3;1.6;0.4;1.3;2;14.6
45;Bol Bol;PF;24;PHO;3;0;2.3;0.3;0.3;1;0;0;0;0.3;0.3;1;1;0;0;0;0;0.3;0.3;0;0;0.3;0.7;0;0.7
46;Marques Bolden;C;25;MIL;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;1;0
47;Devin Booker;SG;27;PHO;4;4;32.5;10.5;19.3;0.545;3;6.3;0.48;7.5;13;0.577;0.623;5.5;6;0.917;0.8;5;5.8;10.3;0.3;0;3.5;3.3;29.5
48;Chris Boucher;PF;31;TOR;10;0;16.7;2.2;5;0.44;0.6;1.6;0.375;1.6;3.4;0.471;0.5;1.9;2.2;0.864;1.7;3.6;5.3;0.5;0.2;0.7;0.6;2.2;6.9
49;Jamaree Bouyea;PG;24;POR;4;0;10;1;4.3;0.235;0;1.5;0;1;2.8;0.364;0.235;0;0;0;0.3;1.5;1.8;0.8;0;0;1.3;0.8;2
50;Malaki Branham;SG;20;SAS;13;3;20.6;3.6;8.5;0.423;0.8;3.2;0.268;2.8;5.4;0.514;0.473;0.6;0.7;0.889;0.2;1.2;1.4;2.5;0.5;0.1;1;1.2;8.7
51;Christian Braun;SG;22;DEN;12;0;19.9;3.4;7.1;0.482;0.6;1.9;0.304;2.8;5.2;0.548;0.524;1.3;1.9;0.652;1.1;3.4;4.5;2.2;0.4;0.3;0.5;1.5;8.7
52;Mikal Bridges;SF;27;BRK;12;12;34.3;7.5;16.6;0.452;1.9;6.5;0.295;5.6;10.1;0.554;0.51;3.6;4.3;0.843;1.3;4.9;6.3;3.8;1.2;0.4;2.5;1.9;20.5
53;Miles Bridges;SF;25;CHO;2;0;32.5;7;12.5;0.56;1.5;3;0.5;5.5;9.5;0.579;0.62;2.5;3;0.833;0;4.5;4.5;3.5;1.5;0.5;1.5;1.5;18
54;Oshae Brissett;SF;25;BOS;6;0;11.2;0.5;2.8;0.176;0.2;1.5;0.111;0.3;1.3;0.25;0.206;1;1.3;0.75;1;1.3;2.3;0.3;0.7;0;0.3;0.8;2.2
55;Malcolm Brogdon;PG;31;POR;8;3;27.8;6.1;15.1;0.405;2;5.9;0.34;4.1;9.3;0.446;0.471;3;3.8;0.8;1;3.8;4.8;5.5;0.8;0;1.6;1.4;17.3
56;Armoni Brooks;PG;25;BRK;3;0;12;2;4;0.5;1.7;3;0.556;0.3;1;0.333;0.708;0;0;0;0.3;1.7;2;0;0;0;0.3;0;5.7
57;Dillon Brooks;SF;28;HOU;10;10;30.9;4.5;8.4;0.536;1.6;3.2;0.5;2.9;5.2;0.558;0.631;2.1;2.6;0.808;0.5;3.7;4.2;1.9;1.1;0.1;1.8;3.7;12.7
58;Bruce Brown;SG;27;IND;11;11;31.5;4.3;9.4;0.456;1.5;3.8;0.381;2.8;5.5;0.508;0.534;1.3;1.5;0.875;0.7;3.8;4.5;2.7;1;0.4;0.9;2;11.3
59;Jaylen Brown;SF;27;BOS;11;11;33.9;8.5;18.1;0.472;2.8;7.5;0.378;5.7;10.6;0.538;0.55;3;4.1;0.733;0.5;4.5;5;3.3;1;0.5;2.5;2.6;22.9
60;Kobe Brown;PF;24;LAC;6;0;8.7;1.2;2.3;0.5;0.5;1.3;0.375;0.7;1;0.667;0.607;0;0;0;0.3;1;1.3;0.3;0.2;0.2;0.2;1.3;2.8
61;Moses Brown;C;24;POR;1;0;5;2;3;0.667;0;0;0;2;3;0.667;0.667;0;2;0;2;1;3;1;0;1;0;1;4
62;Troy Brown Jr.;SF;24;MIN;8;0;7.3;0.4;1.6;0.231;0;0.9;0;0.4;0.8;0.5;0.231;1.3;1.3;1;0.4;1.6;2;0.5;0.4;0;0.4;0.3;2
63;Jalen Brunson;PG;27;NYK;13;13;35.2;8.5;19.4;0.437;3.2;6.8;0.477;5.2;12.6;0.415;0.52;4;4.7;0.852;0.8;2.6;3.4;5;0.8;0;2.1;1.9;24.2
64;Thomas Bryant;C;26;MIA;10;1;12.5;2.1;4;0.525;0;0.2;0;2.1;3.8;0.553;0.525;1;1.3;0.769;1.1;2.6;3.7;0.6;0.4;0.3;1;1.2;5.2
65;Kobe Bufkin;SG;20;ATL;2;0;2;0;1.5;0;0;0.5;0;0;1;0;0;0.5;1;0.5;0.5;0.5;1;0;0;0;0;0;0.5
66;Reggie Bullock;SF;32;HOU;5;0;10.4;0.4;1.6;0.25;0.4;1.4;0.286;0;0.2;0;0.375;0;0;0;0;1.4;1.4;0.6;0.2;0.2;0.4;0.8;1.2
67;Alec Burks;SG;32;DET;7;0;24.3;4;10.3;0.389;3.1;7.1;0.44;0.9;3.1;0.273;0.542;3.4;4;0.857;0.7;2.3;3;2.7;0.4;0.4;0.1;2;14.6
68;Jared Butler;SG;23;WAS;3;0;3.7;0.3;1.3;0.25;0.3;1;0.333;0;0.3;0;0.375;0;0;0;0;0;0;0.3;0;0;0.3;0;1
69;Jimmy Butler;PF;34;MIA;11;11;33.8;6.9;14.4;0.481;1.2;2.6;0.448;5.7;11.7;0.488;0.522;6.9;7.9;0.874;2.4;3.2;5.5;3.5;1.4;0.5;1.8;0.7;21.9
70;Jamal Cain;PF;24;MIA;3;0;10;1.3;3;0.444;0;1.3;0;1.3;1.7;0.8;0.444;0;0;0;1;1;2;0;1;0;0.3;0.7;2.7
71;Kentavious Caldwell-Pope;SG;30;DEN;12;12;33.9;3.3;7;0.476;1.7;3.7;0.455;1.7;3.3;0.5;0.595;1.2;1.3;0.875;0.2;1.6;1.8;2.4;1.7;0.6;1.1;2.3;9.5
72;Toumani Camara;PF;23;POR;12;3;25.3;1.9;5.7;0.338;0.7;2.7;0.25;1.3;3;0.417;0.397;1.1;1.6;0.684;1.9;2.6;4.5;1.3;0.9;0.8;1.1;2.3;5.6
73;Clint Capela;C;29;ATL;12;12;25.4;4.3;7.1;0.6;0;0;0;4.3;7.1;0.6;0.6;1.7;2.6;0.645;3.8;6;9.8;1;0.8;1.6;0.7;2.3;10.2
74;Jevon Carter;PG;28;CHI;14;0;14.4;2.4;5.6;0.43;1.6;3.7;0.442;0.8;1.9;0.407;0.576;0;0.1;0;0.1;0.5;0.6;1.1;0.6;0.3;0.7;1.2;6.5
75;Wendell Carter Jr.;C;24;ORL;5;5;29.4;3.4;9;0.378;1;3.2;0.313;2.4;5.8;0.414;0.433;1.6;2.8;0.571;2.2;6.4;8.6;1.6;0.6;0.4;1.6;2.8;9.4
76;Alex Caruso;SG;29;CHI;12;2;24;3.3;5.4;0.615;1.6;3.2;0.5;1.8;2.3;0.778;0.762;1.3;1.8;0.762;1.3;2.3;3.5;2.3;1.5;0.9;1.1;2.8;9.6
77;Colin Castleton;C;23;LAL;2;0;9.5;1;2;0.5;0;0;0;1;2;0.5;0.5;0;0;0;1;0.5;1.5;1;0;0;0;2.5;2
78;Malcolm Cazalon;SG;22;DET;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
79;Julian Champagnie;SF;22;SAS;8;3;14;1.5;5.4;0.279;1;3.4;0.296;0.5;2;0.25;0.372;0.6;0.8;0.833;0.3;1.1;1.4;1;0.6;0.9;1;0.4;4.6
80;Max Christie;SG;20;LAL;9;0;12.6;1;3.3;0.3;0.2;1.2;0.182;0.8;2.1;0.368;0.333;0.4;0.6;0.8;0.2;2.3;2.6;0.6;0.3;0.1;0.8;1;2.7
81;Jordan Clarkson;SG;31;UTA;12;12;31.8;7.2;16.4;0.437;2;5.9;0.338;5.2;10.5;0.492;0.497;3;3.5;0.857;1.4;1.9;3.3;4.8;0.9;0.2;3.2;1.4;19.3
82;Nic Claxton;C;24;BRK;4;4;25.8;4.5;7.3;0.621;0;0;0;4.5;7.3;0.621;0.621;1.3;1.8;0.714;2.8;5.3;8;2;0.5;3;0.5;2.3;10.3
83;Amir Coffey;SF;26;LAC;5;0;7.4;0.4;1.6;0.25;0;0.4;0;0.4;1.2;0.333;0.25;0.8;0.8;1;0;0.6;0.6;0.4;0;0;0.4;0.4;1.6
84;John Collins;PF;26;UTA;12;12;31.5;5.6;10.8;0.519;1.5;3.5;0.429;4.1;7.3;0.563;0.589;2.3;3.2;0.711;2.8;5.9;8.7;1;0.6;1;1.2;3.7;14.9
85;Zach Collins;C;26;SAS;13;13;29.9;5.8;10.6;0.551;1.2;3.8;0.306;4.7;6.8;0.685;0.605;2.3;3;0.769;2.1;4.3;6.4;4;0.7;0.9;2.8;3.7;15.2
86;Mike Conley;PG;36;MIN;12;12;28.8;3.8;7.7;0.5;1.8;4.3;0.423;2;3.3;0.6;0.62;1;1;1;0.7;2.4;3.1;5.1;0.8;0.1;0.8;1.8;10.5
87;Pat Connaughton;SF;31;MIL;13;0;23.7;2.3;5.5;0.417;1.2;3.6;0.34;1.1;1.9;0.56;0.528;0.6;0.8;0.8;0.7;2.9;3.6;2.2;0.5;0.2;0.8;1.2;6.5
88;Bilal Coulibaly;SF;19;WAS;12;1;26.2;3;6;0.5;1.3;3.1;0.432;1.7;2.9;0.571;0.611;0.8;1.5;0.556;0.4;3.6;4;2;0.9;0.8;1.3;1.8;8.2
89;Robert Covington;SF-PF;33;TOT;12;6;17.6;1.5;3.8;0.391;0.6;2.3;0.25;0.9;1.5;0.611;0.467;0.8;0.8;0.9;1.2;1.7;2.8;1.1;1.7;0.5;0.3;1.8;4.3
89;Robert Covington;PF;33;LAC;3;3;23;1;3;0.333;0.7;2.7;0.25;0.3;0.3;1;0.444;0.3;0.7;0.5;0.7;2;2.7;2.3;2;0.7;0;2.3;3
89;Robert Covington;SF;33;PHI;9;3;15.8;1.7;4.1;0.405;0.6;2.2;0.25;1.1;1.9;0.588;0.473;0.9;0.9;1;1.3;1.6;2.9;0.7;1.6;0.4;0.3;1.7;4.8
90;Torrey Craig;SF;33;CHI;14;7;22.8;2.1;5;0.414;0.8;2.4;0.324;1.3;2.6;0.5;0.493;0.4;0.4;1;1.9;3.5;5.4;1.4;0.7;0.4;0.5;2.6;5.3
91;Jae Crowder;PF;33;MIL;9;2;26.7;2.8;5.2;0.532;1.8;3.4;0.516;1;1.8;0.563;0.702;0.8;1.3;0.583;0.4;3.4;3.9;1.7;0.8;0.3;0.4;1.6;8.1
92;Cade Cunningham;PG;22;DET;13;13;36;8.1;20;0.404;1.8;6.2;0.296;6.2;13.8;0.453;0.45;3.2;3.7;0.875;0.5;3.2;3.7;7.4;0.7;0.2;4.9;3.4;21.2
93;Seth Curry;SG;33;DAL;10;0;10.1;1.2;2.8;0.429;0.4;1.5;0.267;0.8;1.3;0.615;0.5;0.6;0.7;0.857;0.3;1;1.3;0.8;0.6;0.1;0.4;0.6;3.4
94;Stephen Curry;PG;35;GSW;12;12;33.2;9.4;19.7;0.479;5.6;12.5;0.447;3.8;7.2;0.535;0.621;5.8;6.3;0.933;0.8;4;4.8;3.8;0.9;0.2;3.6;1.6;30.3
95;Dyson Daniels;PG;20;NOP;13;6;27.7;3.5;7.5;0.474;1;2.9;0.342;2.5;4.5;0.559;0.541;0.8;1.5;0.579;1.2;3.9;5.1;3.8;1.5;0.4;1.5;2;8.9
96;Anthony Davis;C;30;LAL;12;12;35.9;8;15.6;0.513;0.3;0.8;0.3;7.8;14.8;0.525;0.521;5.3;6.1;0.877;3;8.8;11.8;3.3;0.8;3.5;2.1;3;21.6
97;Johnny Davis;SG;21;WAS;7;0;9.3;2;3.7;0.538;0.1;0.3;0.5;1.9;3.4;0.542;0.558;0.3;0.4;0.667;0.4;0.7;1.1;0.3;0.7;0.1;0.3;0.9;4.4
98;DeMar DeRozan;SF;34;CHI;13;13;35.4;7.5;17;0.443;0.8;2.3;0.367;6.7;14.7;0.455;0.468;5.5;6.8;0.809;1.1;2.1;3.2;4.3;1.1;0.9;1.2;2;21.5
99;Moussa Diabaté;C;22;LAC;6;0;7.5;1.3;2.3;0.571;0;0;0;1.3;2.3;0.571;0.571;0.8;1;0.833;1.7;0.8;2.5;0.7;0.3;0;0.3;0.7;3.5
100;Gradey Dick;SG;20;TOR;12;1;15.7;1.3;4.7;0.268;0.7;3;0.222;0.6;1.7;0.35;0.339;0.8;0.8;1;0.6;1;1.6;1.1;0.3;0;0.9;1.7;4
101;Ousmane Dieng;PF;20;OKC;10;0;11.3;1.3;3.4;0.382;0.7;2.5;0.28;0.6;0.9;0.667;0.485;0.3;0.4;0.75;0.5;1.5;2;0.9;0.1;0;0.4;0.6;3.6
102;Spencer Dinwiddie;PG;30;BRK;11;11;28.5;4;9.4;0.427;2.4;6.1;0.388;1.6;3.3;0.5;0.553;1.9;2.9;0.656;0.4;3.1;3.5;5.4;0.4;0.1;1.4;1.5;12.3
103;Donte DiVincenzo;SG;27;NYK;13;2;20.7;3.2;7.5;0.433;2;5;0.4;1.2;2.5;0.5;0.567;0.5;0.9;0.583;0.9;2.2;3.1;1.8;1;0.4;1.2;1.5;9
104;Luka Don?i?;PG;24;DAL;13;13;34.8;10.7;21;0.509;4.2;9.8;0.422;6.5;11.2;0.586;0.608;5.5;7.4;0.74;0.7;7.2;7.8;8.2;1;0.4;4.3;1.7;31
105;Luguentz Dort;SF;24;OKC;13;13;29.1;3.8;8.1;0.467;2;4.5;0.448;1.8;3.6;0.489;0.59;2.2;2.7;0.8;1.2;3.3;4.5;1.2;1.2;0.9;1;2.8;11.7
106;Ayo Dosunmu;SG;24;CHI;12;0;14.9;1.9;4;0.479;0.8;1.9;0.391;1.2;2.1;0.56;0.573;0.4;0.5;0.833;0.5;1;1.5;1.3;0.4;0.1;0.5;1.2;5
107;Andre Drummond;C;30;CHI;14;0;13.8;2.6;4.6;0.569;0;0.1;0;2.6;4.6;0.578;0.569;1.1;1.8;0.64;2.6;3.6;6.3;0.6;1.4;0.3;1.1;1.6;6.4
108;Chris Duarte;SF;26;SAC;11;0;13.4;1.5;4.1;0.356;0.8;2.5;0.321;0.6;1.5;0.412;0.456;0.7;1;0.727;0.1;1.3;1.4;0.9;0.6;0.1;0.6;2.8;4.5
109;Kris Dunn;PG;29;UTA;10;0;10.3;1.3;3.2;0.406;0.3;0.8;0.375;1;2.4;0.417;0.453;0.4;0.6;0.667;0.3;1.5;1.8;2;0.5;0;1.1;1.3;3.3
110;Kevin Durant;PF;35;PHO;12;12;36.3;10.6;20;0.529;2.2;4.3;0.5;8.4;15.7;0.537;0.583;7.4;8.6;0.864;0.4;6.8;7.2;5.1;0.8;1.1;3.7;1.7;30.8
111;Jalen Duren;C;20;DET;8;8;28.9;5.8;9.3;0.622;0;0.1;0;5.8;9.1;0.63;0.622;1.1;1.5;0.75;3.5;7.1;10.6;3.1;0.6;1.1;2.8;3.5;12.6
112;Tari Eason;PF;22;HOU;4;0;17.3;3.5;7.8;0.452;0.8;2;0.375;2.8;5.8;0.478;0.5;0;0.5;0;2;4.5;6.5;1;0.5;1.3;0.8;2;7.8
113;Anthony Edwards;SG;22;MIN;12;12;35;9.5;20.3;0.467;2.6;6.7;0.388;6.9;13.7;0.506;0.531;4.4;5.3;0.828;0.8;4.8;5.6;5.1;1.3;0.3;3.5;1.9;26
114;Kessler Edwards;SF;23;SAC;8;0;4.5;0.1;0.8;0.167;0.1;0.5;0.25;0;0.3;0;0.25;0.1;0.3;0.5;0;0.6;0.6;0.4;0.1;0.1;0.1;0.6;0.5
115;Keon Ellis;SG;24;SAC;8;2;12.5;1.3;3.3;0.385;0.6;2.5;0.25;0.6;0.8;0.833;0.481;0.8;1.4;0.545;0.4;1.1;1.5;1;0.8;0.5;0.8;1.1;3.9
